ITEM,UNIQUE_VISITORS,VISITS,PAGE_VIEWS,BOUNCES,TIME_SPENT_ON_PAGE_(MIN),E89_VIDEO_VIEWS,E17_FORM_SUCCESS,FORM_SUBMISSIONS,TOTAL_WEEKLY_UNIQUE_VISITORS,ENTRIES,TOTAL_TIME_SPENT,ACCOUNT_NUMBER,START_DATE_OF_WEEK,GRANULARITY,SEGMENT_ID,GROUP,ETL_EXTRACT_DATE
www.servicenow.com/success/deploy/now/innovate-at-scale.html,3,3,5,1,0.14,0,0,0,90,1,25,ISP Visitor,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,2,2,5,0,0.35,0,0,0,90,0,42,ISP Visitor,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/optimize/now/improve-self-service.html,2,2,4,0,0.42,0,0,0,90,0,50,ISP Visitor,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/hr-knowledge-management.html,2,2,2,0,1.83,0,0,0,90,1,220,ISP Visitor,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,140,151,245,22,1.15,2,0,0,224,88,10454,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,82,98,256,22,2.17,0,0,0,224,65,12731,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpbp/plan-for-successful-cmdb.html,50,52,90,2,1.59,0,34,65.38,224,2,4956,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan.html,25,26,58,0,2.96,0,0,0,224,1,4623,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy.html,23,25,42,0,0.88,0,0,0,224,2,1315,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/optimize.html,15,17,31,1,1.14,0,0,0,224,2,1165,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,13,17,43,1,2.82,0,0,0,224,2,2876,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/extend.html,12,13,25,0,2.74,0,0,0,224,0,2135,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment/stage1.html,11,12,14,2,2.22,0,0,0,224,3,1597,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker/stage1.html,7,9,19,0,0.43,0,0,0,224,0,233,Not In List,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,18,19,37,5,4.23,0,0,0,33,18,4826,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,14,15,18,5,0.32,0,0,0,33,10,285,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/extend/itsm/modernize-itsm.html,2,3,10,0,6.7,0,0,0,33,1,1206,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/hr-knowledge-management.html,2,2,2,1,0.22,0,0,0,33,2,26,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpbp/plan-for-successful-cmdb.html,2,2,2,0,3.57,0,0,0,33,0,428,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/innovate-at-scale.html,1,2,3,1,0.09,0,0,0,33,1,11,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpbp/innovate-at-scale.html,1,1,1,0,0,0,0,0,33,0,0,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/,0,0,0,0,INF,0,0,INF,33,9,0,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpebk/take-your-service-availiability-to-new-heights.html,0,0,0,0,INF,0,0,INF,33,7,0,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/events.html,0,0,0,0,INF,0,0,INF,33,2,0,::unspecified::,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,4,4,6,3,0.12,0,0,0,5,3,30,ACCT0065581,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan.html,1,1,2,0,11,0,0,0,5,0,660,ACCT0065581,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,0,0.55,0,0,0,5,0,33,ACCT0065581,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,0,0.58,0,0,0,5,1,35,ACCT0065581,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/,0,0,0,0,INF,0,0,INF,5,1,0,ACCT0065581,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
,,,,,,,,,,,,ACCT0021317,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
,,,,,,,,,,,,ACCT0106566,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,3,4,4,0,5.67,0,0,0,3,1,1360,ACCT0008833,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpbp/plan-for-successful-cmdb.html,1,2,18,0,0.84,0,17,850,3,1,101,ACCT0008833,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpebk/take-your-service-availiability-to-new-heights.html,0,0,0,0,INF,0,0,INF,3,3,0,ACCT0008833,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,2,0,0.23,0,0,0,1,0,14,ACCT0048703,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment/stage1.html,1,1,1,0,0,0,0,0,1,0,0,ACCT0048703,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpebk/take-your-service-availiability-to-new-heights.html,0,0,0,0,INF,0,0,INF,1,1,0,ACCT0048703,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
,,,,,,,,,,,,ACCT0073335,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
,,,,,,,,,,,,ACCT0071663,5/2/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,105,110,194,51,0.99,0,0,0,117,93,6561,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan.html,21,21,41,0,0.34,0,0,0,117,0,428,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,15,15,27,1,2.7,2,0,0,117,3,2431,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy.html,13,13,27,0,1.1,0,0,0,117,1,860,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,11,11,20,0,0.28,0,0,0,117,1,184,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/innovate-at-scale.html,8,8,15,0,1.1,0,0,0,117,0,526,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/extend/itbm/it-business-management.html,7,7,15,0,4.35,0,0,0,117,1,1827,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpbp/plan-for-successful-cmdb.html,6,6,9,0,0.85,0,3,50,117,0,305,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpbp/upgrade-servicenow-quicker.html,4,4,7,0,0.15,0,2,50,117,0,37,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/optimize/now/improve-self-service.html,3,3,6,1,0.17,0,0,0,117,2,30,ISP Visitor,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,77,86,192,25,1.47,0,0,0,99,60,7563,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,18,20,36,4,0.66,3,0,0,99,8,796,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan.html,17,18,38,0,2.33,0,0,0,99,1,2513,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/optimize/now/improve-self-service.html,11,13,35,1,4.27,0,0,0,99,5,3327,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy.html,11,11,26,0,0.29,0,0,0,99,1,193,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,8,13,25,1,0.75,0,0,0,99,3,583,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/optimize.html,8,8,12,0,0.19,0,0,0,99,1,91,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/optimize/now/improve-self-service/stage1.html,7,9,12,0,0.71,0,0,0,99,2,381,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/optimize/now/improve-self-service/stage2.html,7,8,14,0,2,0,0,0,99,1,961,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/innovate-at-scale.html,7,8,14,0,1.17,0,0,0,99,0,562,Not In List,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,33,35,61,12,1.28,0,0,0,37,33,2696,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker/stage3.html,1,2,2,1,0.01,0,0,0,37,2,1,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker/stage2.html,1,1,3,0,3.72,0,0,0,37,0,223,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,3,0,0.78,0,0,0,37,0,47,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/pillars.html,1,1,2,0,3.9,0,0,0,37,1,234,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy.html,1,1,2,0,0.98,0,0,0,37,0,59,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/hr-knowledge-management.html,1,1,1,1,0,0,0,0,37,1,0,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpbp/upgrade-servicenow-quicker.html,1,1,1,0,4.92,0,0,0,37,0,295,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/extend/itom/prevent-outages-itom.html,1,1,1,0,0.05,0,0,0,37,1,3,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,0,0,0,0,0,37,0,0,::unspecified::,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,15,15,15,14,0.01,0,0,0,16,15,11,ACCT0065581,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/hr-knowledge-management.html,1,1,2,0,0.4,0,0,0,16,1,24,ACCT0065581,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/hr-knowledge-management/stage1.html,1,1,1,0,0.48,0,0,0,16,0,29,ACCT0065581,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan.html,1,1,1,0,0,0,0,0,16,0,0,ACCT0065581,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
,,,,,,,,,,,,ACCT0021317,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,1,0,0,0,0,1,1,0,ACCT0106566,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
,,,,,,,,,,,,ACCT0008833,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,2,1,0,ACCT0048703,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,0,0,0,0,0,2,0,0,ACCT0048703,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpebk/take-your-service-availiability-to-new-heights.html,0,0,0,0,INF,0,0,INF,2,1,0,ACCT0048703,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,1,1,0,ACCT0073335,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
,,,,,,,,,,,,ACCT0071663,5/3/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,86,93,178,25,1.17,0,0,0,111,63,6536,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,28,28,48,6,1.75,4,0,0,111,13,2943,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan.html,11,11,29,0,0.48,0,0,0,111,0,317,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/lpbp/plan-for-successful-cmdb.html,10,10,16,1,2.15,0,6,60,111,1,1290,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment/stage1.html,7,7,13,0,0.47,1,0,0,111,0,196,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/innovate-at-scale.html,7,7,11,4,0.17,0,0,0,111,4,73,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,6,8,19,1,1.75,0,0,0,111,2,842,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy.html,6,8,11,0,0.36,0,0,0,111,3,173,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/extend/itsm/modernize-itsm.html,5,5,14,0,0.77,0,0,0,111,0,230,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker/stage1.html,5,5,7,0,0.26,0,0,0,111,0,77,ISP Visitor,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success.html,124,156,419,25,2.34,0,0,0,150,74,21944,Not In List,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan.html,32,35,78,0,2.2,0,0,0,150,3,4620,Not In List,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/plan/it/cmdb-deployment.html,30,31,58,4,1.84,4,0,0,150,15,3427,Not In List,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/deploy.html,19,19,41,0,1.91,0,0,0,150,0,2176,Not In List,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
www.servicenow.com/success/optimize/now/improve-self-service.html,12,12,22,2,1.96,0,0,0,150,3,1410,Not In List,5/4/2018,day,SUCCESS_PAGE,CUSTOMER_SUCCESS,1/7/2019 12:50
