item,Unique Visitors,Visits,Page Views,Bounce Rate,Time Spent on Page (min),e89 Video Views,e17 Form Success,Form Submission Rate,Total Weekly Unique Visitors,Account Number,Date,Granularity
www.servicenow.com/success/deploy.html,1,1,2,INF,0.4,0,0,0,3,ACCT0000841,Mon. 30 Jul. 2018,day
www.servicenow.com/success/plan.html,1,1,2,INF,0.32,0,0,0,3,ACCT0000841,Mon. 30 Jul. 2018,day
www.servicenow.com/success/optimize.html,1,1,2,INF,0.23,0,0,0,3,ACCT0000841,Mon. 30 Jul. 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment/stage2.html,1,1,1,INF,10.73,0,0,0,3,ACCT0000841,Mon. 30 Jul. 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment/stage3.html,1,1,1,INF,8.82,0,0,0,3,ACCT0000841,Mon. 30 Jul. 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment/stage4.html,1,1,1,INF,2.78,0,0,0,3,ACCT0000841,Mon. 30 Jul. 2018,day
www.servicenow.com/success/extend.html,1,1,1,INF,0,0,0,0,3,ACCT0000841,Mon. 30 Jul. 2018,day
www.servicenow.com/success/pillars.html,1,1,1,100,0,0,0,0,2,ACCT0001406,Mon. 30 Jul. 2018,day
www.servicenow.com/success.html,1,1,2,0,0.28,0,0,0,2,ACCT0001406,Mon. 30 Jul. 2018,day
www.servicenow.com/success/deploy/now/drive-adoption.html,1,1,1,INF,0,0,0,0,2,ACCT0001406,Mon. 30 Jul. 2018,day
www.servicenow.com/success.html,1,1,1,100,0,0,0,0,2,ACCT0008724,Mon. 30 Jul. 2018,day
www.servicenow.com/success/extend/itsm/modernize-itsm.html,1,1,1,0,0.07,0,0,0,2,ACCT0008724,Mon. 30 Jul. 2018,day
www.servicenow.com/success/deploy/now/drive-adoption.html,1,1,1,INF,0.08,0,0,0,2,ACCT0008724,Mon. 30 Jul. 2018,day
www.servicenow.com/success/optimize.html,1,1,1,INF,0,0,0,0,2,ACCT0008724,Mon. 30 Jul. 2018,day
www.servicenow.com/success.html,2,2,2,50,0.56,0,0,0,2,ACCT0001069,Mon. 30 Jul. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,2,7,50,0.35,0,0,0,2,ACCT0003637,Mon. 30 Jul. 2018,day
www.servicenow.com/success/plan/start-implementation/stage2.html,1,1,1,100,0,0,0,0,2,ACCT0003637,Mon. 30 Jul. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,100,0,0,0,0,2,ACCT0022637,Mon. 30 Jul. 2018,day
www.servicenow.com/success.html,1,1,2,0,0.18,0,0,0,2,ACCT0022637,Mon. 30 Jul. 2018,day
www.servicenow.com/success/optimize.html,1,1,2,INF,0.43,0,0,0,2,ACCT0022637,Mon. 30 Jul. 2018,day
www.servicenow.com/success/optimize/now/design-world-class-service-catalog.html,1,1,1,INF,1.6,0,0,0,2,ACCT0022637,Mon. 30 Jul. 2018,day
www.servicenow.com/success/optimize/now/design-world-class-service-catalog/stage1.html,1,1,1,INF,0,0,0,0,2,ACCT0022637,Mon. 30 Jul. 2018,day
www.servicenow.com/success/value-calculator-it.html,2,4,29,0,9.45,0,0,0,2,ACCT0000231,Mon. 30 Jul. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,1,1,2,INF,0.68,0,0,0,2,ACCT0000231,Mon. 30 Jul. 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,1,1,1,INF,1.57,0,0,0,2,ACCT0000231,Mon. 30 Jul. 2018,day
www.servicenow.com/resource-thank-you/forrester-study-total-economic-impact-of-servicenow.html,0,0,0,0,INF,0,0,INF,2,ACCT0000231,Mon. 30 Jul. 2018,day
www.servicenow.com/lpayr/forrester-study-total-economic-impact-of-servicenow.html,0,0,0,0,INF,0,0,INF,2,ACCT0000231,Mon. 30 Jul. 2018,day
