item,Unique Visitors,Visits,Page Views,Bounces,Time Spent on Page (min),e89 Video Views,e17 Form Success,Form Submission Rate,Total Weekly Unique Visitors,Entries,Total Time Spent,Account Number,Date,Granularity
,,,,,,,,,,,,ACCT0000119,Mon.  8 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Mon.  8 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Mon.  8 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Mon.  8 Jan. 2018,day
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,1,1,0,ISP Visitor,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,Not In List,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Tue.  9 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Wed. 10 Jan. 2018,day
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,1,1,0,Not In List,Wed. 10 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Wed. 10 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Wed. 10 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Wed. 10 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Wed. 10 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Wed. 10 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Wed. 10 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Wed. 10 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Wed. 10 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,Not In List,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Thu. 11 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Fri. 12 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,3,3,4,2,0.01,0,0,0,3,2,1,Not In List,Fri. 12 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,0,27.28,0,0,0,3,1,1637,Not In List,Fri. 12 Jan. 2018,day
www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.92,0,0,0,3,0,55,Not In List,Fri. 12 Jan. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,1,1,1,0,0.02,0,0,0,3,0,1,Not In List,Fri. 12 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr.html,1,1,1,0,0,0,0,0,3,0,0,Not In List,Fri. 12 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Fri. 12 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Fri. 12 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Fri. 12 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Fri. 12 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Fri. 12 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Fri. 12 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Fri. 12 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Fri. 12 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,Not In List,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Sat. 13 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,Not In List,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Sun. 14 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Mon. 15 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,2,2,2,1,12.02,0,0,0,3,2,1442,Not In List,Mon. 15 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,2,2,2,1,0,0,0,0,3,1,0,Not In List,Mon. 15 Jan. 2018,day
www.servicenow.com/lpwbr/best-practices-for-i.html,0,0,0,0,INF,0,0,INF,3,1,0,Not In List,Mon. 15 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,1,1,0,::unspecified::,Mon. 15 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Mon. 15 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Mon. 15 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Mon. 15 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Mon. 15 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Mon. 15 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Mon. 15 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Mon. 15 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,Not In List,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Tue. 16 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Wed. 17 Jan. 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,1,1,1,1,0,0,0,0,2,1,0,Not In List,Wed. 17 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,2,1,0,Not In List,Wed. 17 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,1,1,0,::unspecified::,Wed. 17 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Wed. 17 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Wed. 17 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Wed. 17 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Wed. 17 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Wed. 17 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Wed. 17 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Wed. 17 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,2,2,2,2,0,0,0,0,3,2,0,Not In List,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,1,2,6,1,10.84,0,0,0,3,2,1301,Not In List,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,1,1,3,0,0.23,0,0,0,3,0,14,Not In List,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr-form-1.html,1,1,2,0,0.3,0,0,0,3,0,18,Not In List,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-csm-form-1.html,1,1,1,0,0.55,0,0,0,3,0,33,Not In List,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form-1.html,1,1,1,0,0.1,0,0,0,3,0,6,Not In List,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,1,1,1,0,0.1,0,0,0,3,0,6,Not In List,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,1,1,1,0,0.08,0,0,0,3,0,5,Not In List,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form-1.html,1,1,1,0,0.08,0,0,0,3,0,5,Not In List,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,1,1,1,0,0.08,0,0,0,3,0,5,Not In List,Thu. 18 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Thu. 18 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Thu. 18 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Thu. 18 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Thu. 18 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Thu. 18 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Thu. 18 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Thu. 18 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Thu. 18 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,2,2,3,0,0.86,0,0,0,3,1,103,ISP Visitor,Fri. 19 Jan. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,2,2,2,0,0,0,0,0,3,0,0,ISP Visitor,Fri. 19 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,1,1,3,0,1.67,0,0,0,3,0,100,ISP Visitor,Fri. 19 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form-1.html,1,1,1,0,0.25,0,0,0,3,0,15,ISP Visitor,Fri. 19 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,3,3,3,2,0.13,0,0,0,6,2,24,Not In List,Fri. 19 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,2,2,3,0,14.7,0,0,0,6,1,1764,Not In List,Fri. 19 Jan. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,1,2,2,2,0,0,0,0,6,2,0,Not In List,Fri. 19 Jan. 2018,day
www.servicenow.com/success.html,1,1,2,0,23.1,0,0,0,6,1,1386,Not In List,Fri. 19 Jan. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,1,1,1,0,0,0,0,0,6,0,0,Not In List,Fri. 19 Jan. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,6,1,0,Not In List,Fri. 19 Jan. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,1,1,1,0,11.07,0,0,0,2,1,664,::unspecified::,Fri. 19 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,1,1,1,0,0.15,0,0,0,2,1,9,::unspecified::,Fri. 19 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Fri. 19 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Fri. 19 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Fri. 19 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Fri. 19 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Fri. 19 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Fri. 19 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Fri. 19 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,Not In List,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Sat. 20 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Sun. 21 Jan. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,1,1,1,0,0,0,0,0,1,0,0,Not In List,Sun. 21 Jan. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,1,1,0,Not In List,Sun. 21 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Sun. 21 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Sun. 21 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Sun. 21 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Sun. 21 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Sun. 21 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Sun. 21 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Sun. 21 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Sun. 21 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Mon. 22 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,2,2,2,2,0,0,0,0,3,2,0,Not In List,Mon. 22 Jan. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,1,1,1,1,0,0,0,0,3,1,0,Not In List,Mon. 22 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,1,1,1,0,20.45,0,0,0,3,0,1227,Not In List,Mon. 22 Jan. 2018,day
www.servicenow.com/lpayr/forrester-study-tei-of-servicenow-security-ops.html,0,0,0,0,INF,0,0,INF,3,1,0,Not In List,Mon. 22 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,1,1,0,::unspecified::,Mon. 22 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Mon. 22 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Mon. 22 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Mon. 22 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Mon. 22 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Mon. 22 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Mon. 22 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Mon. 22 Jan. 2018,day
,,,,,,,,,,,,ISP Visitor,Tue. 23 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,2,0,9.4,0,0,0,1,1,564,Not In List,Tue. 23 Jan. 2018,day
,,,,,,,,,,,,::unspecified::,Tue. 23 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Tue. 23 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Tue. 23 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Tue. 23 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Tue. 23 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Tue. 23 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Tue. 23 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Tue. 23 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,3,3,9,2,0.52,0,0,0,4,3,94,ISP Visitor,Wed. 24 Jan. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,1,1,1,1,0,0,0,0,4,1,0,ISP Visitor,Wed. 24 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,12,12,17,7,2.64,0,0,0,12,11,1902,Not In List,Wed. 24 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,1,1,1,0,0,0,0,0,12,0,0,Not In List,Wed. 24 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,2,2,3,0,1.47,0,0,0,2,2,176,::unspecified::,Wed. 24 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Wed. 24 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Wed. 24 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Wed. 24 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Wed. 24 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Wed. 24 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Wed. 24 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Wed. 24 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,10,13,17,5,0.22,0,0,0,16,11,175,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,6,6,10,0,0.84,0,0,0,16,2,302,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr.html,5,5,7,0,0.73,0,0,0,16,0,219,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,4,4,13,0,9.44,0,8,200,16,0,2266,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,4,4,8,0,0.51,0,3,75,16,0,123,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,4,4,4,0,6.08,0,0,0,16,0,1460,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form-1.html,1,1,2,0,0.58,0,1,100,16,0,35,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,1,1,1,0,0.12,0,0,0,16,0,7,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,1,1,1,0,0,0,0,0,16,0,0,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,16,1,0,ISP Visitor,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,28,33,77,6,2.9,0,0,0,36,25,5747,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,18,21,42,3,3.59,0,0,0,36,7,4529,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr.html,10,12,32,0,1.63,0,0,0,36,3,1176,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,9,11,22,0,1.77,0,0,0,36,1,1170,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,9,9,30,0,5.26,0,17,188.89,36,0,2838,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,8,8,24,0,0.95,0,12,150,36,0,457,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,8,8,20,0,6.83,0,10,125,36,0,3277,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,4,4,11,0,5.15,0,5,125,36,0,1236,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-csm.html,3,3,3,1,0.13,0,0,0,36,1,24,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,2,2,3,0,4.49,0,0,0,36,0,539,Not In List,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,12,12,12,4,4.22,0,0,0,15,11,3037,::unspecified::,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,3,3,4,1,0.11,0,0,0,15,3,20,::unspecified::,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,3,3,3,1,0.08,0,0,0,15,3,15,::unspecified::,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,1,1,1,1,0,0,0,0,15,1,0,::unspecified::,Thu. 25 Jan. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,15,1,0,::unspecified::,Thu. 25 Jan. 2018,day
,,,,,,,,,,,,ACCT0004149,Thu. 25 Jan. 2018,day
,,,,,,,,,,,,ACCT0026735,Thu. 25 Jan. 2018,day
,,,,,,,,,,,,ACCT0024473,Thu. 25 Jan. 2018,day
,,,,,,,,,,,,ACCT0000119,Thu. 25 Jan. 2018,day
,,,,,,,,,,,,ACCT0007072,Thu. 25 Jan. 2018,day
,,,,,,,,,,,,ACCT0021217,Thu. 25 Jan. 2018,day
,,,,,,,,,,,,ACCT0024543,Thu. 25 Jan. 2018,day
www.servicenow.com/success/value-calculator-it.html,35,36,51,13,1.13,0,0,0,60,27,2439,ISP Visitor,Fri. 26 Jan. 2018,day
www.servicenow.com/success/value-calculator-hr.html,23,24,30,4,2.04,0,0,0,60,8,2941,ISP Visitor,Fri. 26 Jan. 2018,day
